Category,Message
0,told coming wednesday
0,ok called mom instead fun
1,dear voucher holder claim weeks offer pc please go http www wtlp co uk text ts cs apply
0,well desperate call armand
0,work right
1,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
0,heard anything answering texts guessing flaked said jb fantastic
0,mmmmmm love much ahmad wait year begin every second takes closer side happy new year love
0,pls full name joke school cos fees university florida seem actually lt gt k pls holla back
0,sorry call later
0,ok said got wisdom teeth hidden inside n mayb need 2 remove
0,pls pls drink plenty plenty water
0,queen going royal wedding
0,lag sad part keep touch thanks skype
0,ok lor go tog lor
0,two teams waiting players
0,ü send copy da report
0,swhrt u dey hope ur ok tot u 2day love n miss take care
0,ok da already planned wil pick
1,urgent please call 0906346330 abta complimentary 4 spanish holiday 10 000 cash await collection sae cs box 47 po19 2ez 150ppm 18
0,sorry call later meeting
0,really need shit tomorrow know awake like 6
0,good registered vote
0,hmm ok stay like hour cos eye really sore
0,dear got bus directly calicut
0,mm umma ask vava also come tell play later together
0,well general price lt gt oz let know much want
0,sorry call later
0,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find today good morning
0,lt gt w jetton ave forgot
0,ok coming home
0,use foreign stamps country
1,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optout n9dx
0,sorry lot friend friend stuff talk actual guy wants buy
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16
1,want funk ur fone weekly new tone reply tones2u 2 text www ringtones co uk original n best tones 3gbp network operator rates apply
1,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost 1 50 2 cancel send stop
0,come tomorrow di
0,wylie update weed dealer carlos went freedom class lunsford
0,happy baby alright take job hope fine send kiss make smile across sea kiss kiss
0,c movie juz last minute decision mah juz watch 2 lar tot ü interested
0,enjoying semester take care brother
1,important information 4 orange user 0796xxxxxx today ur lucky day 2 find log onto http www urawinner com fantastic prizeawaiting
0,get door
0,lets use next week princess
0,go home first lar ü wait 4 lor put stuff first
0,want kfc tuesday buy 2 meals 2 gravy 2 mark 2
0,da stupid da always sending like believe message pandy mental
0,oi gonna ring
1,missed call alert numbers called left message 07008009200
0,attended nothing
0,ard 530 like dat lor juz meet mrt station ü dun haf come
0,dear sleeping p
0,er mw im filled tuth aight
0,office around 4 pm going hospital
0,actually waiting 2 weeks start putting ad
0,anything lor go go lor
0,u free sat rite u wan 2 watch infernal affairs wif n darren n mayb xy
0,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
0,yo around friend mine lookin pick later tonight
0,stupid auto correct phone
0,double eviction week spiral michael good riddance
0,world suffers lot violence bad people silence good people gud night
0,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday
0,buy one egg da please
0,started skye
0,bookedthe hut also time way
0,several sir
0,u really pig leh sleep much dad wake 10 smth 2 eat lunch today
0,home please call
0,love hope anything drastic dare sell pc phone
0,reached home tired come tomorro
1,freemsg records indicate may entitled 3750 pounds accident claim free reply yes msg opt text stop
1,u win 100 music gift vouchers every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription
0,life style garments account please
0,lol wtf random btw lunch break
0,sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx
0,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe
0,detroit home snow enjoy
1,show ur colours euro 2004 2 4 1 offer get england flag 3lions tone ur phone click following service message info
0,okie
0,aight chillin friend room text way
0,toshiba portege m100 gd
0,well welp sort semiobscure internet thing
1,text pass 69669 collect polyphonic ringtones normal gprs charges apply enjoy tones
1,accordingly repeat text word ok mobile phone send
0,loosu go hospital de dont let careless
0,much eighth
0,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year
0,send ur birthdate month year tel u ur life partner name method calculation reply must
0,juz havent woke bit blur blur dad went liao cant cum oso
0,clothes jewelry trips
1,block breaker comes deluxe format new features great graphics mobile buy 5 replying get bbdeluxe take challenge
0,aah cuddle would lush need lots tea soup kind fumbling
1,important information 4 orange user today lucky day 2find log onto http www urawinner com fantastic surprise awaiting
0,late
0,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish
0,plans family set stone
0,pls dont forget study
0,never believe actually got taunton wow
0,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat
0,broke list reasons nobody town tell sarcastic faggy
0,lt decimal gt common car better buy china asia find less expensive holla
0,greatest test courage earth bear defeat without losing heart gn tc
0,sorry im stil fucked last nite went tobed 430 got 4 work 630
0,hey whats plan sat
0,beauty sleep help ur pimples
0,great hope using connections mode men also cos never know old friends lead today
1,natalja 25 f inviting friend reply yes 440 440 see www sms ac u nat27081980 stop send stop frnd 62468
0,get
0,kind missed train cos asthma attack nxt one half hr driving sure park
0,ball moving lot spin last difficult bat
0,haiyoh maybe hamster jealous million
0,please send aunty number
0,glad following dreams
0,reached home finally
1,urgent important information 02 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting
1,winner valued network customer selected receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hours
0,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb
0,u call
0,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend
0,yes come nyc audiitions trying relocate
0,pocked
0,congrats great wanted tell tell score cos might make relax motivating thanks sharing
0,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
0,hey mr whats name bill brison book one language words
0,okay good problem thanx
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less
0,call u done
0,g w r
0,best watch say cause get drunk motherfucker
1,kit strip billed 150p netcollex ltd po box 1013 ig11 oja
1,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 info www 100percent real com
1,please call 08712402578 immediately urgent message waiting
1,thesmszone com lets send free anonymous masked messages im sending message see potential abuse
1,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins
0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
0,erm woodland avenue somewhere get parish magazine telephone number
0,ta jobs available let know please cos really need start working
0,aiyar hard 2 type u later free tell call n scold n tell u
0,yup free
0,good good billy mates gone jogging enjoy concert
0,yo come carlos soon
0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx
0,guess useless calling u 4 something important
0,ha ha popped loo hello ed hello
0,dint tell anything angry told abi
1,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu
0,happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
0,keep ten rs shelf buy two egg
0,well babe swollen glands throat end
0,ur changes 2 da report big cos already made changes 2 da previous report
0,captain room
0,speak bcaz mobile problem listen cann listen voice calls later
0,hiya stu wot u 2 im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan
0,take mokka players
0,still playing gautham
0,hey mr going sea view couple gays mean games give bell ya finish
0,k jason says gonna around around lt gt
0,sorry able get see morning
0,aight well keep informed
0,number sir
0,searching good dual sim mobile pa
0,seems unnecessarily hostile
0,dude got haircut breezy
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
0,1apple day doctor 1tulsi leaf day cancer 1lemon day fat 1cup milk day bone problms 3 litres watr day diseases snd ths 2 u care
0,thought king hill thing
0,nope come online
0,also tell said happy birthday
0,bishan lei tot ü say lavender
0,boo time u get u supposed take shopping today
0,u sound like manky scouse boy steve like travelling da bus home wot u inmind 4 recreation dis eve
0,fyi taking quick shower epsilon like lt gt min
0,tuesday night r u 4 real
0,yes appt
0,got outta class gonna go gym
0,want sent lt gt mesages today thats sorry hurts
0,ü write wat
0,ha say read anything way u seemed like 2 judgemental save fridays pub
0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits best
0,hi asked waheeda fathima leave
0,enjoy urself tmr
0,still around could use half 8th
1,u 447801259231 secret admirer looking 2 make contact u find r reveal thinks ur special call 09058094597
0,give us back id proof lt gt rs wont allow work come home within days
0,ü bot notes oredi cos juz rem got
0,yes rent expensive way save
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
0,hows pain dear r u smiling
0,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like 2 hits
1,important information 4 orange user 0789xxxxxxx today lucky day 2find log onto http www urawinner com fantastic surprise awaiting
0,sorry help
0,great send account number
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 c u 2mrw luv jaz
1,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p
0,ü send contents page
0,night sweet sleep well see exorcism emily rose may never sleep hugs snogs
0,think u got think use got good ni8
0,right second gotta hit people first
0,evry emotion dsn hav words evry wish dsn hav prayrs u smile world wit u othrwise even drop tear dsn lik 2 stay wit u b happy good morning keep smiling
0,remember
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
0,mm yes dear look hugging p
0,like dis sweater fr mango size already irritating
0,1 number 2 gonna massive pain ass rather get involved possible
0,anytime lor
1,want new video handset 750 time network mins unlimited text camcorder reply call 08000930705 del sat
0,purity friendship two smiling reading forwarded message smiling seeing name gud evng
1,ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck
0,fine absolutly fine
0,k sure consent forms v
1,ur tonexs subscription renewed charged 4 50 choose 10 polys month www clubzed co uk billing msg
1,prize go another customer c www c biz 18 150p min polo ltd suite 373 london w1j 6hl please call back busy
0,much torch 9ja
0,nothing u dinner w us
0,checking
0,done internet connection v slow send try later first thing tomo
0,mathews tait edwards anderson
0,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
0,need lar go engin cos sis arts today
0,thanks honey still heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still
1,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply call 8000930705
0,im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheers
0,watching live
0,see christmassy
0,k ready lt gt
0,know god created gap fingers one made comes amp fills gaps holding hand love
0,greatest test courage earth bear defeat without losing heart gn tc
0,new years plans
1,recpt 1 3 ordered ringtone order processed
0,baaaaaaaabe wake miss crave need
0,got message ignoring yes shopping
0,dear mood cant drive brother drive
0,dad get back
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
0,yes finished watching days lives love
0,juz go google n search 4 qet
0,many times lose best ones bcoz
0,good friends care close friends understand true friends stay forever beyond words beyond time gud ni8
0,getting back home
0,sorry call later lt gt mins
0,dun need use dial juz open da browser n surf
1,one registered subscribers u enter draw 4 100 g b gift voucher replying enter unsubscribe text stop
0,awesome plan get time like lt gt text details wee bit
0,take care sleep well need learn change life need get convinced wait conversations us get convinced time family many senses respect overemphasise u role life
1,chance win free bluetooth headset simply reply back adp
0,also didnt get na hi hi hi hi hi
0,ya cant display internal subs gotta extract
0,said anything wrong sorry de
0,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish
0,stupid say challenge god dont think write instead respond immed
0,yeah able text ready meet
0,v skint fancied bevies waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night
0,says quitting least5times day wudn take much notice nah mind gonna see want come taunton tonight u tell
0,get free call
0,little darlings far week need coffee run tomo believe time week already
0,ok msg u b4 leave house
0,still west coast haiz ü take forever come back
0,mmm fuck merry christmas
0,alright thanks advice enjoy night try get sleep
0,update face book status frequently
0,saw message k da
0,something u ate
0,bank say money
0,aiyar dun disturb u liao thk u lots 2 aft ur cupboard come
0,hey r watching movie tonight prob b home early
0,yar lor u noe u used dat route
0,2mro coming gym machan goodnight
0,dont think need yellow card uk travel ask someone gone lt gt bucks
0,u look 4 da lib got stuff havent finish yet
0,sounds great im going sleep good night
1,b floppy b snappy happy gay chat service photo upload call 08718730666 10p min 2 stop texts call 08712460324
0,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
0,come u got nothing
0,nothing ever easy looking reason take risk life love
0,want grasp pretty booty
0,got tea sure flavour
0,going 2 orchard laready reaching soon u reaching
0,dear denying words please
0,know old dom told yesterday name roger got touch last night wants meet today 2 pm
0,come back tampa ffffuuuuuuu
0,2 celebrate b day else
0,merry christmas u annie
0,please tell special stock talking
0,sent like
1,urgent ur awarded complimentary trip eurodisinc trav aco entry41 1000 claim txt dis 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj
0,awesome minute
0,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want know upset listen tell going upset want surprised mad
0,told everything stop dont let get dehydrated
0,guess lt gt min
0,home ard wat time u reach
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h
0,want mapquest something look usf dogwood drive tiny street parking lot
0,aight plan come later tonight
0,die accidentally deleted e msg suppose 2 put e sim archive haiz sad
1,welcome uk mobile date msg free giving free calling 08719839835 future mgs billed 150p daily cancel send go stop 89123
0,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
0,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha
0,sorry flaked last night shit seriously goin roommate tonight
0,said look pretty wif long hair wat thk cutting quite short 4 leh
0,ranjith cal drpd deeraj deepak 5min hold
0,cheers callin babe sozi culdnt talkbut wannatell u details later wenwecan chat properly x
0,hey u still gym
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
0,much better thanks lol
0,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting
0,lemme know swing pick free basically time 1 semester
0,wa u efficient gee thanx
1,3 received mobile content enjoy
0,able sleep
1,want explicit sex 30 secs ring 02073162414 costs 20p min
0,meet soon princess ttyl
0,pick 5 15pm go taunton still want come
0,oh 4 outside players allowed play know
0,anything lor
0,erutupalam thandiyachu
0,cant u try new invention fly joking
0,ful song lyrics
0,u reckon need 2 arrange transport u thanks
0,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
0,shopping eh ger toking abt syd leh haha
0,standing
0,good weekend
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
0,call get chance plz lt 3
0,new deus ex game comin early next yr
0,computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full lt gt 7
0,friend studying warwick planned go shopping concert tmw may canceled havn seen ages yeah get together sometime
0,probably couple hours tops
0,lol grins babe thanks thinking
0,man bus slow think gonna get
0,hope text meets smiling let text give reason smile beautiful day
0,case wake wondering forgot take care something grandma today done parade
0,ok
1,latest nokia mobile ipod mp3 player 400 proze guaranteed reply win 83355 norcorp ltd 1 50 mtmsgrcvd18
1,sms services inclusive text credits pls goto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220 cm2 9ae
0,nvm take ur time
0,wat da decision
0,wot u 2 bitch
0,stupid possible
0,told hr want posting chennai working
1,mobile club choose top quality items mobile 7cfca1a
0,guys leaving
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ü got lot work ar
0,able anything
0,ü takin linear algebra today
0,weekend fine excuse much decorating
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
0,project pa come
1,money wining number 946 wot next
0,sure whenever show fuck gt
0,random saw old roomate campus graduated
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
0,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
0,sucks got planned yo valentine yo valentine
0,got part nottingham 3 hrs 63miles good thing love man much 40mph hey ho
0,think one saying clearly ok leave need ask go come
0,hi good mornin thanku wish u
0,u want 2 meet 2morro
0,actually decided hungry left yet v
0,sent ü part
0,cos shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor
1,want cock hubby away need real man 2 satisfy txt wife 89938 strings action txt stop 2 end txt rec 1 50ea otbox 731 la1 7ws
0,understand loss gain work school
0,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx
0,hiya probably coming home weekend next
0,forget though love walk beside watching keeping heart warm
0,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
0,ok days making dinner tonite invited
1,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone 4 details text horny 89070 cancel send stop 89070
0,money 4 steve mate
0,im late tellmiss im way
0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
0,normally use drink water daily
0,dare ask luck sorting car
0,party place usf charge contribute way greatly appreciated yeah got room one
0,urgh coach hot smells chip fat thanks especially duvet predictive text word
0,hiya last night naughty bought clothes little ready shopping tho kind time wanna meet
1,freemsg hi baby wow got new cam moby wanna c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
0,trying reach without success
0,derek done class
0,never lei v lazy got wat dat day ü send da url cant work one
0,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
0,hey mate spoke mag people deliver end month deliver 24th sept talk later
0,hope good week checking
0,haha friend tyler literally asked could get dubsack
0,hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 v pist love pete x x x
0,great safe trip dont panic surrender
0,symptoms u love 1 u like listening songs 2 u get stopped u see name beloved 3 u get angry
0,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor
0,try something dear read something exams
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
0,gettin rdy ship comp
0,hospital da return home evening
0,piss talking someone realise u point read backwards
0,think da wil
0,awake oh
0,good afternoon boytoy goes walking day get police abstract still wake miss babe
0,much u trying get
0,come around lt decimal gt pm vikky otside nw il come tht time
0,tell address
0,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gm gn ge gn
0,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g
0,together thinkin
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0,time come tomorrow
1,wanna laugh try chit chat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd
0,cha quiteamuzing scool babe probpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portions 4 please
0,omg u know ate
1,urgent 2nd attempt contact u u 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary max 7 50
0,
0,directly behind abt 4 rows behind ü
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
1,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10 000 cash await collection sae cs po box 434 sk3 8wp 150 ppm 18
0,plans yet
0,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
0,course maths one day one chapter one month finish
0,wow think common take back ur freak unless u chop
1,ur chance win 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk
0,noooooooo please last thing need stress life fair
1,u secret admirer looking 2 make contact u find r reveal thinks ur special call 09065171142 stopsms 08718727870150ppm
1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increments help08718728876
0,see swing bit got things take care firsg
0,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
0,finished work yet something
0,tomorrow going theatre come wherever u call tell come tomorrow
1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50
0,right wasnt phoned someone number like
0,ok wun b angry msg u aft come home tonight
0,good time nice something bit different weekends change see ya soon
0,yo sorry shower sup
0,carlos pick swing usf little bit
0,full heat pa applyed oil pa
0,stuck da middle da row da right hand side da lt
0,laid airtel line rest
0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
1,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbp mnth inc 3hrs 16 stop txtstop
0,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,plan staying night prolly back til late
0,thanx 4 puttin da fone
0,need 8th campus atm could pick hour two
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
0,running managed 5 minutes needed oxygen might resort roller option
0,live next lt gt mins
0,de asking like
0,glad talking
0,wat time ü finish
0,sorry da gone mad many pending works
0,much got cleaning
0,hows favourite person today r u workin hard sleep last nite nearly rang u 4 30
1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
0,ü called dad oredi
0,good think could send pix would love see top bottom
0,nvm going wear sport shoes anyway going late leh
0,sorry call later meeting
0,long fuckin showr
0,received understood n acted upon
0,finally came fix ceiling
0,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha love got dont mis
0,jus finish blowing hair u finish dinner already
0,bus love
0,lol knew saw dollar store
1,please call customer service representative 0800 169 6031 10am 9pm guaranteed 1000 cash 5000 prize
1,todays voda numbers ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rates apply
0,saturday sunday holiday difficult
0,everybody fun evening miss
0,got hella gas money want go grand nature adventure galileo little bit
0,meeting call later
0,oh wow thats gay firmware update help
0,move morphine
0,come din c ü yup cut hair
0,k k pa lunch aha
0,oh ho first time u use type words
0,captain vijaykanth comedy captain tv drunken
0,course guess god got hold right
0,hide anythiing keeping distance
0,havent
1,ripped get mobile content www clubmoby com call 08717509990 poly true pix ringtones games six downloads 3
0,sorry din lock keypad
0,u got persons story
0,planning come chennai
1,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
0,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
0,okay going sleep later
0,please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
0,finally happened aftr decades beer cheaper petrol goverment expects us drink drive
1,400 xmas reward waiting computer randomly picked loyal mobile customers receive 400 reward call 09066380611
0,r e meeting tmr
0,lol yes add spice day
0,hope great day
0,prasanth ettans mother passed away last night pray family
0,k work something
1,private 2003 account statement shows 800 un redeemed points call 08718738002 identifier code 48922 expires 21 11 04
0,message great doctor india 1 drink appy fizz contains cancer causing age
0,cant pick phone right pls send message
0,call tell infront call
0,ok prob
0,ladies first genus second k
0,yes please swimming
0,mum going robinson already
0,ok set let u noe e details later
0,tel software name
0,send print outs da
0,im realy soz imat mums 2nite 2moro
0,born god said oh another idiot born god said oh competition knew one day two become freinds forever
0,didnt get ur full msg sometext missing send
0,probably almost gas get cash tomorrow
1,customer service announcement recently tried make delivery unable please call 07099833605 schedule ref 9280114
0,forgot 2 ask ü smth card da present lei ü want 2 write smth sign
0,leaving house
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text
0,ü ready call
0,wewa 130 iriver 255 128 mb
0,good thing getting connection bw
0,sry da jst nw came home
0,cool night lemme know around
0,staying town
0,haha yeah 2 oz kind shitload
0,ok u take shopping u get paid
0,life means lot love life love people life world calls friends call world ge
0,alright bring see like lt gt mins
0,pls dont play others life
0,eatin lunch
0,hmmm give one day
0,try g decided head
0,ok prob
0,surly ill give coming review
0,march ending ready call sure problem capital never complete far work ladies
0,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
0,pls give food preferably pap slowly loads sugar take hour give water slowly
1,urgent mobile 07808726822 awarded 2 000 bonus caller prize 02 09 03 2nd attempt contact call 0871 872 9758 box95qu
0,guy gets used dumb realize
0,okey dokey bit sorting stuff
0,da whats plan
0,yes fine
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win 82050 co uk
0,liked new mobile
0,anytime
0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
0,yar say got error
0,hey anyway
0,wow healthy old airport rd lor cant thk anything else b bathing dog later
0,wif family booking tour package
0,say bold torch later one torch 2bold
0,haha awesome might need take doin tonight
0,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
0,huh slow tot u reach long ago liao u 2 days 4 leh
0,thats cool princess cover face hot sticky cum
0,big brother really scraped barrel shower social misfits
0,oops thk dun haf enuff go check tell ü
0,8 min go lunch
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow
0,k addie amp art get home
0,uncles atlanta wish guys great semester
0,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
0,forgot tell ü smth ü like number sections clearer
0,yup anything lor u dun wan ok
0,home love still awake loving kiss
0,hello peach cake tasts lush
1,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
0,minor shindig place later tonight interested
0,jason says cool pick place like hour
1,mobile 10 mths update latest camera video phones free keep ur number get extra free mins texts text yes call
0,career tel added u contact indyarocks com send free sms remove phonebook sms lt gt
0,reached already
0,dont know ask brother nothing problem thing told
0,k eng rocking ashes
0,wat time r ü going xin hostel
0,good morning dear shijutta great amp successful day
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2 co uk games 4 terms settings purchase
0,oh k placement ah
0,possession especially first offense
0,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
0,bought test yesterday something lets know exact day u ovulate get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
0,pizza u want
0,keep seeing weird shit bein woah realising actually reasonable oh
0,many happy returns day wish happy birthday
0,ya nice ready thursday
0,hospital da return home evening
0,thinking u x
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,orh tot u say still dun believe
0,put sign choose number pin show right
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
0,thanx u darlin im cool thanx bday drinks 2 nite 2morrow take care c u soon xxx
0,still maybe leave credit card get gas get back like told
1,weekly cool mob tones ready download weeks new tones include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p info n
0,well boy glad g wasted night applebees nothing
1,cashbin co uk get lots cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
0,ok lor u wan go look 4 u
0,u wan 2 haf lunch da canteen
0,make life stressfull always find time laugh may add years life surely adds life ur years gud ni8 swt dreams
0,hey looks like wrong one kappa guys numbers still phone want text see around
1,urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1,thanks 4 continued support question week enter u in2 draw 4 100 cash name new us president txt ans 80082
0,home doc gave pain meds says everything fine
0,é 140 ard é rest ard 180 least é price 4 é 2 bedrm 900
0,lovely night xxx
0,prepare pleasured
0,hi technical support providing assistance us customer call email
0,text way cup stop work bus
0,whens radio show
1,unique user id 1172 removal send stop 87239 customer services 08708034412
0,sure still available though
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
0,cheers lou yeah goodnite shame u neva came c ya gailxx
0,hi got money da
0,hi mobile lt gt added contact list www fullonsms com great place send free sms people visit fullonsms com
0,ok u tell wat time u coming later lor
0,u repeat e instructions wat e road name ur house
0,many people seems special first sight remain special till last sight maintain till life ends sh jas
0,quite lor dun tell wait get complacent
0,sorry completely forgot pop em round week still
0,u r beautiful girl ive ever seen u r baby come c common room
0,cant see join denis mina denis want alone time
0,sen told going join uncle finance cbe
